sex,Final.IGF.1,body.weight,pctFat,fem.dens,fem.circ,D1Mit64,D1Mit236,D1Mit7,D1Mit386,D1Mit14,D1Mit540,D1Mit17,D2Mit365,D2Mit323,D2MIT206,D2Mit395,D2MIT285,D2MIT113,D3Mit60,D3MIT131,D3MIT178,D3Mit230,D3Mit57,D3Mit19,D3Mit258,D4MIT104,D4Mit111,D4Mit15,D4Mit170,D4Mit42,D5Mit146,D5Mit66,D5Mit200,D5MIT88,D5Mit95,D5Mit143,D6Mit86,D6Mit74,D6Mit14,D6Mit52,D7Mit75,D7Mit228,D7MIT93,D7MIT7,D7Mit332,D7Mit259,D8Mit124,D8Mit292,D8MIT75,D8Mit200,D8Mit92,D9Mit90,D9Mit1001,D9Mit253,D9Mit1006,D9Mit259,D9Mit12,D9Mit151,D10Mit77,D10Mit126,D10MIT96,D10Mit14,D11Mit2,D11Mit188,D11MIT30,D11Mit213,D11Mit214,D12Mit169,D12Mit60,D12Mit201,D12Mit5,D12MIT133,D13Mit16,D13Mit88,D13Mit125,D16Mit132,D13Mit35,D14Mit98,D14MIT60,D14Mit5,D14Mit68,D14Mit75,D15MIT80,D15MIT143,D15Mit67,D15Mit242,D16Mit60,D16Mit5,D16Mit189,D16Mit86,D17Mit164,D17MIT175,D17Mit20,D17Mit39,D17Mit76,D18Mit64,D18Mit147,D18Mit123,D18Mit9,D18Mit4,D19Mit68,D19Mit40,D19MIT88,D19MIT17,D19MIT108
1,7.9,19.58,42.3,0.493,3.655,H,H,H,H,H,B,B,B,B,B,H,H,H,H,H,H,H,A,H,A,H,A,A,A,H,H,H,H,H,B,-,H,H,H,H,H,A,A,A,H,B,H,H,H,-,B,B,-,B,H,B,H,H,H,-,H,-,A,A,A,H,H,H,H,-,H,B,B,B,B,B,B,H,H,H,B,H,A,A,B,B,A,A,A,A,H,H,A,A,A,B,H,H,H,H,A,H,H,H,H
1,-,24.41,43.7,0.467,4.218,H,H,H,H,H,H,H,A,A,H,B,B,B,H,H,H,B,H,H,H,B,B,B,H,H,B,B,-,B,B,-,A,A,H,H,A,A,A,A,A,H,A,A,A,-,H,B,-,B,H,B,B,B,A,H,H,-,H,H,H,B,B,A,A,A,A,A,B,B,B,B,B,B,B,B,B,H,B,B,B,H,A,H,H,H,B,H,A,A,A,B,B,H,A,A,B,H,H,H,H
0,7.6,12.57,28,0.462,3.604,H,H,H,H,A,A,-,B,B,A,A,A,A,B,B,B,H,H,H,H,B,H,H,H,H,B,B,B,H,H,-,A,H,B,-,A,A,A,A,A,H,A,A,A,A,A,H,-,H,H,H,H,H,B,H,B,-,A,H,B,B,B,H,H,A,H,H,A,A,A,A,A,H,B,B,B,H,B,B,B,H,H,A,A,A,B,B,B,B,B,H,H,H,H,H,H,H,H,H,B
0,11.2,19.39,37,0.469,4.108,H,H,H,H,H,H,A,B,B,B,H,A,A,H,H,H,B,B,H,H,B,H,H,B,B,H,H,H,H,A,-,B,B,B,B,H,H,H,H,H,H,B,B,B,B,B,A,-,A,A,A,A,A,B,A,H,-,H,H,A,A,H,B,B,B,B,H,A,A,H,H,H,B,H,H,H,H,B,B,B,B,A,A,A,A,A,H,H,H,H,H,H,H,B,B,H,A,A,A,H
0,9.2,17.03,47.1,0.497,3.551,B,B,B,B,H,H,H,H,H,A,A,A,A,A,A,H,H,H,A,A,H,H,H,H,A,A,A,H,H,H,-,H,H,H,H,A,A,A,A,H,B,H,B,B,-,H,H,-,H,H,H,H,H,H,B,B,-,H,H,H,B,H,B,B,A,H,H,H,H,H,H,H,H,H,H,H,H,H,B,B,B,A,A,A,A,B,B,B,B,B,H,H,H,H,H,H,H,H,H,H
0,9.8,15.78,35,0.492,3.803,A,A,A,H,H,B,H,H,H,H,H,H,A,B,B,B,B,B,H,H,H,A,A,A,H,H,H,B,H,H,-,H,A,H,H,B,H,H,H,H,H,A,A,B,H,B,H,-,H,A,A,A,A,H,H,A,-,H,A,A,A,H,A,A,A,A,H,H,H,H,B,B,H,H,H,H,H,A,H,H,H,B,H,H,H,H,A,A,A,A,B,B,B,B,B,H,B,B,B,A
0,12.2,19.01,43.3,0.538,3.939,H,H,H,H,B,H,H,H,H,H,H,H,H,B,B,B,B,B,B,B,H,H,H,H,H,H,B,B,B,-,-,B,B,H,A,B,B,H,B,B,B,A,A,B,B,B,B,-,B,-,-,H,H,A,A,H,-,H,H,H,A,A,H,H,A,B,B,A,A,H,-,B,-,H,H,H,B,H,H,-,-,H,B,H,H,H,H,H,H,A,H,H,H,H,H,B,B,H,H,H
0,10.3,18.4,48.1,0.535,3.673,H,H,A,A,H,H,H,B,H,H,H,H,H,A,A,A,B,B,B,B,H,A,A,H,H,A,A,H,A,-,-,A,A,H,H,B,A,A,A,A,A,A,A,A,H,H,H,-,A,A,A,A,A,A,A,H,-,H,H,B,B,B,A,A,A,H,H,H,H,A,A,A,H,H,H,H,B,H,H,H,H,B,H,H,H,B,H,H,B,B,H,H,A,H,H,H,H,H,B,B
1,5.7,19.41,46.2,0.509,3.892,A,H,H,H,H,H,H,A,A,A,A,H,B,H,H,H,H,H,H,H,B,B,H,H,H,B,B,-,H,H,-,A,A,A,A,B,B,B,B,B,H,H,B,B,B,H,H,-,H,H,H,B,H,A,H,A,-,B,H,H,A,A,A,-,A,H,H,A,A,A,A,B,H,H,H,B,H,H,H,H,H,H,H,H,B,H,H,H,H,A,A,H,A,H,B,B,A,A,A,A
1,9.1,17.81,41.7,0.484,3.963,A,H,H,H,H,H,H,A,A,A,A,A,A,H,H,H,H,H,H,B,H,H,H,B,B,A,A,H,H,H,-,H,H,B,B,B,B,H,H,H,H,H,-,B,-,H,B,-,B,H,B,H,-,H,A,H,-,A,A,A,A,H,H,H,-,A,H,H,H,H,-,-,H,H,H,B,B,B,B,B,-,H,H,H,H,H,H,H,B,H,H,H,H,H,B,A,-,A,A,-
1,7.6,16.86,42,0.488,3.465,H,H,-,H,H,A,A,H,H,H,H,H,H,A,A,A,B,B,H,H,B,B,B,B,B,H,H,H,A,H,-,H,H,B,H,H,H,A,A,H,H,A,B,B,H,A,H,-,H,H,B,B,H,H,B,H,-,H,H,H,H,A,B,B,B,B,B,B,H,H,H,B,H,H,H,H,A,H,H,B,H,A,A,A,A,B,B,B,-,H,A,H,A,A,H,H,H,H,H,-
0,8.8,20.76,44.3,0.53,3.672,B,B,B,B,B,B,B,H,H,B,B,B,B,H,H,H,H,B,B,B,H,A,A,A,A,B,B,B,B,H,-,B,B,H,H,H,H,H,H,A,H,H,H,B,B,B,H,-,A,H,H,H,A,H,H,A,-,H,H,H,B,H,H,H,A,H,B,H,H,H,A,A,H,H,H,H,H,H,B,B,B,H,H,H,H,H,H,H,H,A,B,B,B,B,B,B,B,B,B,H
0,11.2,18.8,44.3,0.497,3.713,H,H,A,A,A,A,A,H,H,B,B,B,H,B,B,H,H,H,B,B,H,H,H,H,H,H,B,B,B,B,-,A,H,A,A,B,H,H,B,B,B,B,B,B,H,A,B,-,B,H,A,A,A,H,H,H,-,A,H,H,H,H,H,H,A,H,H,A,A,B,H,H,H,A,A,A,A,B,B,B,B,B,H,A,A,A,A,A,A,H,H,H,H,H,B,B,B,B,B,B
0,8.6,16.32,44.2,0.472,3.771,A,H,H,H,A,A,A,B,B,B,B,B,A,A,A,A,A,H,H,H,B,B,H,H,H,H,A,A,A,A,-,H,H,A,A,A,A,H,H,H,B,B,H,B,-,H,B,-,H,H,H,H,B,H,H,H,-,A,A,A,H,H,B,B,B,B,B,B,A,A,A,H,H,H,H,H,A,B,H,H,H,A,A,A,A,H,H,H,H,H,B,B,H,H,H,B,B,H,H,H
0,13.3,15.76,37.1,0.493,3.722,H,H,A,A,A,A,A,H,H,H,H,H,B,H,H,H,H,H,H,H,A,H,H,H,H,H,H,H,A,H,-,B,B,A,H,H,H,H,H,H,B,B,B,B,-,A,H,-,H,H,B,B,H,H,H,H,-,A,A,H,H,H,H,H,A,H,H,B,B,H,H,H,H,H,H,H,A,H,H,H,H,A,H,B,B,A,H,H,H,H,B,B,B,B,H,B,B,H,H,H
0,9.4,23.05,47.7,0.531,3.763,B,H,H,H,H,H,B,H,H,H,H,H,B,A,A,A,A,A,A,A,H,H,H,H,A,H,H,B,B,B,-,B,B,H,H,H,A,A,A,A,B,H,H,B,H,H,H,-,B,H,B,B,H,B,H,H,-,B,B,B,H,H,H,H,A,H,H,H,H,A,A,A,H,H,H,H,H,H,A,A,A,B,B,B,H,A,A,H,H,H,B,B,B,B,B,H,H,H,H,H
1,6.9,22.51,47.2,0.473,3.76,A,H,H,H,H,H,H,A,A,B,B,H,H,H,H,H,A,A,H,A,H,H,A,A,A,H,H,H,H,A,-,H,H,H,H,H,A,A,H,B,B,B,H,B,H,-,B,-,B,H,A,A,H,H,A,H,-,A,H,B,B,H,B,H,H,H,H,H,H,B,B,B,A,A,A,A,H,B,B,B,H,H,H,H,A,B,B,B,B,B,A,A,H,H,H,H,H,H,H,H
1,7.3,18.33,41.8,0.473,3.899,H,B,H,H,H,A,A,H,H,H,H,A,A,B,B,B,B,B,B,B,B,B,B,B,B,H,H,B,B,B,-,B,H,H,H,A,A,H,B,B,B,B,B,B,A,A,A,-,A,A,A,A,A,H,A,A,-,A,H,H,H,H,A,A,A,A,H,B,B,B,B,H,A,A,A,A,A,A,A,A,A,H,H,H,-,B,B,B,H,H,H,H,H,H,H,A,H,H,H,H
0,13.9,14.95,36.7,0.489,3.655,A,A,A,A,H,H,H,A,A,A,A,A,H,H,H,B,B,B,B,B,A,A,A,A,A,B,B,B,B,B,-,H,H,B,B,H,H,H,H,H,H,H,H,H,H,H,A,-,A,A,A,H,B,A,H,B,-,H,H,H,B,B,B,B,H,H,H,B,B,B,H,H,B,B,H,H,H,A,A,A,A,A,A,A,A,H,B,B,B,H,A,H,H,H,H,A,H,H,H,H
0,12.1,16.2,30.9,0.52,3.915,A,H,A,H,H,H,H,H,B,H,H,H,H,H,H,B,H,H,B,B,B,B,B,B,B,A,H,B,B,-,-,H,H,H,B,H,H,H,H,-,A,H,B,H,H,H,B,-,B,-,H,H,H,H,H,H,-,H,A,H,H,B,H,H,B,B,B,B,A,H,H,H,H,H,H,H,B,H,H,H,B,H,H,H,H,H,H,H,H,H,H,H,-,B,B,H,H,A,A,A
1,10.3,18.91,-,0.528,3.466,H,B,B,B,H,H,H,A,A,H,H,H,A,A,A,H,A,A,A,A,B,B,B,A,A,H,H,H,H,H,-,H,A,B,B,B,H,H,A,-,H,B,H,H,H,H,B,-,H,H,H,H,H,A,H,B,-,H,H,H,H,B,B,B,B,B,H,H,H,H,H,B,B,B,B,B,A,A,A,A,H,A,A,A,A,B,B,B,B,H,B,B,-,H,H,H,B,B,B,H
1,9.2,18.25,39.8,0.481,3.803,H,A,A,A,A,H,H,A,A,A,A,A,A,B,B,B,B,H,H,H,H,-,H,H,H,H,H,H,H,B,-,H,H,H,H,H,H,H,H,A,A,A,B,A,H,B,H,-,H,H,H,H,H,B,A,B,-,H,A,A,A,A,H,H,H,H,-,H,H,A,H,H,A,A,H,H,H,H,H,H,H,H,H,H,A,B,B,B,B,B,B,H,H,H,H,H,B,B,B,B
1,8.8,22.92,47.6,0.496,3.947,H,H,B,B,B,B,-,A,H,H,H,A,A,A,A,H,H,H,A,H,B,H,H,H,H,H,H,H,H,H,-,H,B,B,B,B,B,B,B,B,B,A,B,A,A,A,B,-,B,A,H,A,A,H,H,H,-,B,B,H,H,A,H,H,H,H,A,A,A,H,B,B,B,H,H,H,B,H,A,A,H,B,B,B,B,H,H,H,H,H,H,B,B,B,B,A,H,H,H,B
1,10.6,20.67,47.4,0.529,3.72,B,B,H,H,H,H,-,B,H,H,H,B,B,A,A,H,A,A,H,A,H,B,B,B,H,H,H,H,H,H,-,A,H,H,H,A,A,H,B,B,B,A,H,H,H,H,H,-,H,H,H,H,H,B,H,H,-,A,H,H,H,H,A,A,A,A,-,B,B,B,B,H,H,B,B,B,H,A,A,A,A,H,H,H,H,B,B,H,H,H,B,B,B,B,B,B,B,B,B,B
1,8.5,27.19,51.7,0.46,3.986,H,A,A,A,H,H,B,H,H,H,H,B,B,H,H,B,A,H,H,H,H,B,B,A,A,H,H,H,A,A,-,H,A,A,A,H,H,H,H,H,H,A,B,B,A,A,H,-,H,H,H,H,B,H,A,H,-,H,H,H,A,A,B,B,B,B,H,H,A,A,H,H,H,H,H,H,H,H,H,A,A,H,H,H,B,A,H,H,H,H,A,A,A,A,H,H,H,H,H,H
1,2.1,24.29,48.4,0.536,4.024,H,H,H,B,H,H,H,A,A,A,A,A,H,H,H,H,H,H,H,H,H,H,B,B,B,B,A,A,A,A,-,H,H,B,B,H,H,B,B,H,A,H,H,H,A,A,H,-,H,A,A,A,A,A,B,H,-,H,H,H,B,H,-,H,H,H,H,H,B,B,B,H,B,B,B,B,B,B,B,B,B,B,B,B,B,H,A,A,H,H,A,H,B,B,B,A,A,H,H,H
0,7.3,17.34,47.5,0.513,3.986,H,H,H,B,B,H,H,H,H,B,B,B,B,H,H,B,B,H,H,H,B,B,B,B,H,H,H,H,H,B,-,A,A,H,H,B,B,H,H,H,H,A,B,A,H,H,H,-,H,H,H,B,H,H,H,H,-,H,A,A,A,A,B,B,B,B,H,B,B,B,B,H,B,B,B,A,A,B,B,B,B,B,B,H,H,H,H,H,H,H,A,A,A,H,B,H,A,A,A,B
0,6.9,19.07,47.5,0.521,3.986,A,A,A,A,A,A,H,B,B,B,H,H,H,H,H,B,H,A,A,A,B,B,B,B,B,H,A,A,A,H,-,A,A,H,H,H,H,H,H,H,A,B,A,B,B,H,B,-,B,H,B,B,H,A,A,H,-,B,B,B,B,H,H,H,A,A,H,A,A,H,B,B,B,B,B,B,H,H,A,A,H,B,B,B,B,H,B,B,H,H,H,H,H,A,A,H,H,A,A,H
0,5.7,20.51,44.5,0.476,3.908,A,-,A,A,H,H,H,A,A,A,A,H,B,H,H,B,A,A,A,A,H,H,B,H,H,B,H,H,A,-,-,B,H,A,A,A,A,H,H,H,H,B,A,A,-,A,H,-,A,-,A,A,A,B,A,H,-,H,H,H,H,H,H,H,H,A,A,-,B,-,B,H,H,H,H,-,A,H,H,B,B,A,H,B,B,A,A,A,A,A,B,B,B,B,B,A,A,A,A,H
0,8.6,22.36,48.3,0.519,3.763,H,-,H,H,H,H,H,H,H,H,H,H,A,A,A,B,A,A,H,A,H,H,H,H,H,H,H,H,H,H,-,A,A,A,A,H,H,H,H,H,H,A,B,B,B,B,H,-,H,H,H,H,H,H,H,H,-,H,B,B,B,H,A,A,A,A,A,A,A,H,H,H,A,A,A,A,A,A,A,A,A,H,H,H,-,H,H,B,-,B,H,-,H,H,B,A,A,A,A,A
1,4.8,18.18,36.3,0.505,3.852,H,H,H,-,H,H,H,H,H,-,B,B,H,H,H,B,B,B,B,B,B,B,H,H,H,B,B,B,B,A,-,B,H,A,A,A,A,A,H,H,-,A,H,H,-,A,B,-,H,H,H,H,H,B,A,H,-,A,A,H,H,H,B,B,B,B,H,H,H,H,B,A,A,H,H,-,H,A,-,A,H,H,H,H,B,H,H,-,H,H,H,H,B,B,B,H,H,-,H,H
1,7.6,19.42,40.5,0.484,3.875,H,A,A,H,H,H,H,A,A,A,A,-,A,A,A,B,-,H,H,H,-,B,H,H,H,H,-,H,-,B,-,H,B,H,H,H,H,H,-,A,A,H,H,H,H,H,H,-,-,H,B,B,H,-,H,A,-,-,H,-,H,H,-,-,H,H,H,H,H,H,H,H,H,H,A,A,H,B,B,H,H,H,-,H,-,B,H,H,H,H,H,A,A,A,A,-,B,B,B,B
0,13,15.2,26.4,0.474,3.923,A,A,-,A,A,A,A,A,A,H,H,A,B,-,H,B,H,H,A,A,H,B,H,H,H,A,-,H,H,B,-,H,H,A,A,B,H,H,H,H,H,B,B,B,B,B,H,-,H,H,B,-,H,B,B,H,-,A,A,A,A,A,H,B,B,B,H,H,B,B,B,A,H,A,A,A,A,A,H,H,H,B,B,B,H,A,A,H,H,H,H,H,H,H,B,H,H,A,A,H
0,6.6,16.59,33.3,0.499,3.868,A,A,A,A,H,H,H,H,H,A,A,B,A,H,H,H,A,A,A,A,A,A,A,H,H,B,A,B,H,H,-,B,H,B,B,H,H,H,B,B,B,H,H,H,-,H,H,-,H,H,H,H,B,A,B,A,-,H,B,B,B,B,B,H,A,H,H,H,H,H,A,B,B,B,B,B,B,H,H,H,H,H,H,H,H,B,B,H,A,A,H,H,H,H,A,H,H,B,B,B
1,9.1,22,45,0.499,3.811,B,B,B,H,H,H,H,B,B,B,B,H,H,H,H,B,H,H,A,H,H,H,H,H,H,H,H,H,H,H,-,A,H,A,A,H,H,A,A,A,A,A,A,H,H,H,A,-,A,H,H,H,H,H,B,H,-,A,A,A,A,H,B,B,B,B,B,B,B,B,B,H,B,H,H,H,H,H,A,A,H,H,H,A,A,A,H,H,H,H,A,A,A,A,A,A,H,B,B,B
1,3.6,16.54,38.8,0.481,3.843,A,A,A,A,A,A,A,H,B,B,B,B,B,B,B,B,B,B,H,B,H,B,B,B,B,B,B,B,B,B,-,H,B,B,H,H,H,H,H,H,H,H,B,B,A,A,H,-,H,H,A,A,A,B,B,A,-,H,H,A,H,H,H,H,H,H,B,H,H,H,H,B,H,H,H,H,B,A,A,A,H,A,H,B,B,A,H,H,H,H,A,A,A,A,A,B,B,B,B,B
1,4.8,20.7,44.6,0.475,3.992,H,H,B,B,B,B,B,H,H,B,B,B,B,H,H,H,H,H,B,B,H,B,B,B,H,H,H,B,B,B,-,H,B,H,B,H,A,A,A,H,H,H,H,H,-,H,A,-,A,A,A,B,B,B,H,H,-,H,H,H,B,B,A,B,B,B,B,H,H,A,A,B,H,B,B,H,H,B,H,A,A,A,A,A,A,A,A,A,A,A,A,H,H,H,H,B,B,H,H,H
0,7.4,17.02,37.1,0.589,3.819,B,B,B,B,H,H,H,H,H,H,B,B,H,B,B,B,H,H,A,A,A,A,A,B,B,H,A,H,H,A,-,H,A,A,A,H,B,B,B,H,H,H,A,A,A,A,H,-,H,H,H,H,H,H,H,H,-,B,B,B,B,H,B,B,H,H,A,H,-,H,B,A,B,B,B,B,H,H,H,H,A,H,H,H,H,H,H,A,A,A,A,A,H,H,H,A,H,H,H,H
0,11.2,17.87,39.7,0.529,3.664,A,A,A,A,A,A,A,H,H,H,H,H,B,A,A,A,A,A,A,A,H,A,A,B,B,H,H,H,H,H,-,A,A,H,H,B,B,B,H,-,B,A,H,B,B,B,H,-,H,H,H,B,H,A,A,H,-,H,H,H,B,H,H,H,H,B,B,H,A,A,A,B,A,A,A,H,H,H,H,H,A,H,H,B,B,H,H,H,A,A,A,H,H,H,H,B,B,B,B,B
0,11.3,22.65,39.9,0.578,3.929,B,B,B,B,B,B,H,H,H,B,B,B,B,H,H,H,H,H,A,A,B,B,B,H,H,H,H,H,H,H,-,A,A,H,H,H,H,H,B,A,H,A,H,H,H,H,B,-,H,A,A,A,H,H,H,A,-,B,B,B,B,H,H,H,H,H,H,H,B,B,B,H,H,A,A,A,H,H,H,H,H,H,H,H,H,B,B,H,H,H,H,H,H,H,B,H,A,A,A,A
0,12.7,20.41,39.9,0.534,4.13,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,H,-,-,-,-,B,-,-,-,-,-,-,-,B,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,B,-,-,-,-,H,-,A,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,5.3,20.62,40.2,0.526,3.827,H,A,A,A,A,A,A,A,H,H,B,B,B,B,B,B,A,A,A,A,A,H,H,H,H,H,H,H,B,-,-,H,A,H,H,H,H,A,B,-,B,H,H,H,H,H,H,-,A,-,A,A,A,H,A,B,-,A,A,A,H,H,A,A,A,A,H,B,B,B,-,A,B,B,B,B,H,H,B,A,-,A,H,H,H,H,H,H,H,H,-,H,B,B,B,H,H,B,B,B
1,5.3,24.72,48.8,0.483,3.763,H,H,H,H,H,B,B,B,B,H,H,A,A,H,H,B,B,B,B,B,H,H,H,H,A,A,A,A,A,A,-,H,H,B,B,H,H,H,H,H,H,B,B,B,H,B,H,-,A,A,A,H,H,H,H,H,-,H,H,A,H,H,B,B,B,B,H,A,A,H,B,A,B,B,B,H,B,H,A,B,B,A,A,A,A,H,H,B,B,B,H,-,H,H,H,B,B,B,B,H
1,6.7,16.5,31.6,0.491,3.713,B,B,B,-,B,B,B,A,A,A,A,A,A,H,H,H,B,B,B,B,H,B,B,B,H,B,B,B,B,B,-,H,A,A,A,B,H,H,H,-,A,H,-,H,B,H,B,-,B,B,B,B,-,B,B,H,-,H,A,A,A,H,H,H,H,H,B,A,A,A,A,-,H,H,H,B,A,A,H,A,B,H,H,H,H,B,H,H,A,A,H,H,H,B,B,H,A,A,A,A
1,12.7,29.03,52.3,0.548,3.801,A,A,A,H,-,B,B,H,H,B,B,-,H,H,H,H,A,A,H,H,-,H,H,B,B,H,A,A,A,A,-,A,A,H,H,H,H,H,H,A,H,H,H,H,B,B,B,-,B,H,B,H,H,H,H,H,-,A,A,H,-,-,H,H,H,-,B,B,B,H,H,H,A,A,A,A,B,H,H,H,B,A,H,H,H,H,H,H,H,H,A,A,H,H,H,B,B,B,B,H
1,10.4,25.68,44.6,0.516,3.747,B,A,A,H,-,B,B,B,B,B,B,B,H,H,B,B,B,B,H,B,B,B,B,H,H,H,H,H,H,H,-,A,B,H,H,B,B,B,H,-,A,A,-,H,H,H,H,-,H,H,H,H,-,H,B,A,-,H,H,H,-,-,H,H,-,-,H,B,B,-,H,-,H,B,B,B,H,A,A,H,H,A,A,H,B,A,A,A,H,H,H,H,B,B,B,B,B,B,B,B
0,11.3,16.53,31.2,0.555,3.755,H,H,H,A,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,-,H,H,H,H,A,H,H,B,H,H,H,H,H,H,H,B,-,B,H,B,B,B,H,H,H,-,H,H,H,B,B,H,H,H,H,H,H,H,H,B,A,B,B,B,B,H,H,A,H,H,B,B,H,H,B,B,B,B,B,H,H,H,H,A,A,A,A,H,H
0,9.1,17.88,37.3,0.572,3.771,B,H,H,H,H,A,A,A,A,H,H,H,A,B,B,H,H,H,B,H,A,H,H,H,B,A,A,A,H,H,-,A,A,A,A,B,H,A,A,A,B,B,B,B,B,H,H,-,H,H,H,H,H,B,H,B,-,A,H,B,H,H,H,H,H,H,H,H,H,B,H,-,A,A,H,H,B,H,A,H,H,B,H,H,H,A,A,H,H,H,H,H,A,A,A,A,A,A,A,A
0,12.7,19.26,37.7,0.513,3.859,A,H,H,H,B,B,B,H,H,H,H,H,H,A,A,H,B,B,H,H,B,B,B,H,H,A,A,A,A,A,-,A,A,B,H,A,H,B,B,-,H,A,A,A,-,A,H,-,H,H,A,A,A,H,H,B,-,H,H,H,H,B,B,B,B,-,B,H,H,-,A,B,A,A,A,A,-,B,H,H,H,A,A,A,A,H,H,H,H,H,H,H,A,H,H,H,H,H,H,H
0,12.6,19.74,43.1,0.558,3.86,H,H,A,H,B,B,-,A,A,A,A,H,H,H,H,H,H,A,A,A,H,H,H,H,H,A,A,H,A,H,-,B,A,B,-,A,A,A,H,A,H,H,H,H,-,A,B,-,B,H,H,H,H,A,H,A,-,H,H,H,H,B,B,B,B,-,H,A,B,H,A,B,H,H,H,H,H,A,A,B,B,H,H,H,B,H,H,H,H,H,A,A,A,A,A,H,H,H,H,H
1,4.4,25.61,49.7,0.497,3.947,B,B,H,H,A,A,A,A,A,A,A,A,A,H,H,H,A,A,A,A,H,B,B,H,A,H,B,B,B,B,-,H,H,H,H,H,H,A,A,B,A,H,-,H,A,H,H,-,H,H,B,B,-,H,H,H,-,A,H,H,A,H,B,B,B,B,B,H,H,H,B,-,B,B,B,B,H,A,A,H,H,B,B,B,B,H,H,A,A,A,H,H,H,H,H,A,B,B,B,B
1,7.7,19.62,41.5,0.49,3.868,B,H,H,H,H,H,H,B,B,B,B,B,H,H,H,H,H,H,H,H,H,H,H,B,B,H,B,B,B,B,-,B,A,A,A,H,A,A,H,-,H,B,B,B,H,H,H,-,H,H,H,H,H,H,A,A,-,H,A,A,A,A,H,H,H,H,A,A,A,A,H,H,H,B,B,H,A,H,H,H,B,H,H,H,H,B,B,B,H,A,A,A,A,A,A,H,H,H,H,H
1,11.8,30.6,40.2,0.54,3.985,H,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,B,B,H,H,H,B,B,A,H,H,H,H,-,A,A,H,H,A,H,H,H,B,B,A,A,H,B,H,H,-,H,H,H,H,H,A,H,H,-,B,B,B,B,H,A,A,A,-,H,B,H,H,H,H,A,H,H,H,B,H,H,H,B,A,A,H,H,H,H,H,H,A,B,B,B,H,H,H,H,H,H,H
1,9.8,22.66,46.2,0.471,3.811,H,H,H,H,H,H,H,H,B,H,H,H,H,H,H,H,B,B,A,H,H,A,A,H,H,B,H,H,H,-,-,H,H,B,B,B,B,H,H,H,A,H,H,H,B,A,H,-,H,-,-,B,H,B,H,A,-,A,A,A,H,H,B,B,B,B,H,H,H,H,-,H,H,H,H,H,H,H,B,H,-,B,H,H,H,H,A,A,A,A,A,-,H,H,H,H,A,A,A,A
1,5.1,23.96,45.4,0.496,3.923,H,H,H,-,B,B,H,B,B,B,B,H,H,A,A,A,H,H,B,B,B,H,H,H,H,B,B,B,H,H,-,H,B,H,B,H,B,B,A,A,H,A,A,A,B,H,H,-,H,H,H,H,A,H,B,H,-,H,H,H,H,B,H,H,H,H,H,A,B,A,A,A,H,H,H,H,H,H,B,B,H,A,H,H,H,H,H,H,B,H,H,H,H,B,B,H,B,B,B,B
1,9.8,25.61,48.7,0.498,3.713,A,A,A,H,-,H,H,H,B,B,H,H,H,A,A,-,H,B,H,H,H,A,A,A,A,A,A,H,B,H,-,B,H,B,H,H,H,A,A,B,A,H,B,B,-,A,A,-,A,A,-,H,A,A,H,B,-,A,A,H,-,-,B,B,B,-,B,A,B,H,H,H,-,-,H,H,H,B,B,B,B,H,H,H,H,H,H,H,H,H,H,H,A,H,B,B,B,B,B,B
0,8.6,17.19,38,0.558,3.747,B,B,B,H,H,H,H,B,H,-,H,H,H,H,H,H,H,H,H,H,H,H,H,B,B,B,B,B,B,B,-,H,H,B,H,A,A,H,B,H,-,H,-,B,A,A,A,-,A,H,H,B,-,A,B,H,-,A,B,B,B,B,B,B,B,B,B,B,H,B,H,-,H,B,B,B,H,B,H,B,B,A,A,A,A,H,H,H,H,H,H,A,A,H,A,B,H,-,H,H
0,10.7,19.82,39.4,0.554,3.788,H,H,A,B,H,H,A,A,H,-,H,B,H,A,A,A,A,A,B,B,H,B,B,B,H,B,B,H,H,A,-,H,B,B,B,A,H,H,H,H,H,B,B,B,B,B,A,-,A,A,A,A,H,A,H,H,-,A,A,H,H,H,H,H,H,H,H,B,H,H,A,A,H,H,H,H,H,B,H,H,H,A,A,A,A,H,H,H,H,H,H,H,A,A,A,A,A,A,A,A
0,13.1,20.05,43.6,0.541,3.745,H,B,B,B,B,B,A,H,H,B,B,B,B,A,A,A,H,H,B,H,H,A,A,H,H,A,H,H,H,H,-,B,H,A,A,H,H,H,H,A,H,A,A,A,A,A,H,-,H,H,H,H,B,H,H,H,-,H,B,B,H,H,H,A,A,A,A,H,H,B,A,A,A,A,A,A,H,H,A,H,H,H,H,H,H,A,B,B,B,B,B,B,B,B,H,A,A,A,A,A
